published,title,category
2017,Exact Resurgent Trans-series and Multi-Bion Contributions to All Orders,hep-th
2017,Dyon degeneracies from Mathieu moonshine,hep-th
2017,On iteration of Cox rings,math.AG
2017,Non-geometric fluxes & tadpole conditions for exotic branes,hep-th
2017,Radially symmetric connections over round spheres,math.DG
2017,"Fast holonomic quantum computation based on solid-state spins with
  all-optical control",quant-ph
2017,"Chiral Splitting and $\mathcal N = 4$ Einstein--Yang--Mills Tree
  Amplitudes in 4d",hep-th
2017,Finite groups with systems of $K$-$\frak{F}$-subnormal subgroups,math.GR
2017,Lie-Type Derivations of Nest Algebras on Banach Spaces,math.FA
2017,The static hard-loop gluon propagator to all orders in anisotropy,hep-ph
2017,Lifting endo-$p$-permutation modules,math.RT
2017,Modular curves with infinitely many cubic points,math.NT
2017,On manifolds with infinitely many fillable contact structures,math.SG
2017,Weyl magnons in pyrochlore antiferromagnets with all-in-all-out orders,cond-mat.str-el
2017,Changing World Extreme Temperature Statistics,physics.ao-ph
2017,All topologies come from a family of 0-1 valued quasimetrics,math.GN
2017,"Reduced fusion systems over $p$-groups with abelian subgroup of index
  $p$: III",math.GR
2017,On the Tree Conjecture for the Network Creation Game,cs.GT
2017,Universal layered permutations,math.CO
2017,"Irreducibility of iterates of post-critically finite quadratic
  polynomials over $\mathbb{Q}$",math.NT
2017,Critical Hardy--Littlewood inequality for multilinear forms,math.FA
2017,"Hasse diagrams of posets with up to 7 elements, and the number of posets
  with 10 elements, without the use of computer programs",math.CO
2017,Finding all Maximal Area Parallelograms in a Convex Polygon,cs.CG
2017,"Quadratic homogeneous polynomial maps $H$ and Keller maps $x+H$ with $3
  \le {\rm rk} J H \le 4$",math.AC
2017,On classes of finite groups with simple non-abelian chief factors,math.GR
2017,Semi-algebraic sets of f-vectors,math.MG
2017,Hyperelliptic Curves with Many Automorphisms,math.AG
2017,Non-spanning lattice 3-polytopes,math.CO
2017,$s$-homogeneous algebras via $s$-homogeneous triples,math.KT
2018,On Elo based prediction models for the FIFA Worldcup 2018,stat.AP
2018,Modeling of a stepped Luneburg lens for all-sky surveys,astro-ph.IM
2018,On orientation-preserving transformations of a chain,math.RA
2018,Many-Goals Reinforcement Learning,cs.LG
2018,Nonlocality of All Quantum Networks,quant-ph
2018,The integer group determinants for the symmetric group of degree four,math.NT
2018,"All $(96,20,4)$ difference sets and related structures",math.CO
2018,"Branched projective structures on a Riemann surface and logarithmic
  connections",math.CV
2018,"Active control of electromagnetically induced transparency analogue in
  all-dielectric metamaterials loaded with graphene",physics.optics
2018,Dehn surgery on the minimally twisted seven-chain link,math.GT
2018,"The global bifurcation picture for ground states in nonlinear
  Schrodinger equations",math.AP
2018,"The C-Band All-Sky Survey (C-BASS): Digital backend for the northern
  survey",astro-ph.IM
2018,Non-paradoxical action of automata groups on infinite words,math.GR
2018,The core index of a graph,math.CO
2019,"Exact Correlation Functions for Dual-Unitary Lattice Models in 1+1
  Dimensions",cond-mat.stat-mech
2019,Local Type II metrics with holonomy in $\mathrm{G}_2^*$,math.DG
2019,Minimum Spanning Trees in Weakly Dynamic Graphs,cs.DS
2019,An algorithm for determining torsion growth of elliptic curves,math.NT
2019,Blueprint for deterministic all-optical switching of magnetization,cond-mat.mes-hall
2019,Finite-dimensional Leibniz algebra representations of $\mathfrak{sl}_2$,math.RT
2019,"Distribution of boundary points of expansion and application to the
  lonely runner conjecture",math.CO
2019,Generalised shuffle groups,math.GR
2019,A Catalog of Astrophysical Neutrino Candidates for IceCube,astro-ph.HE
2019,"On Four-Dimensional Unital Division Algebras over Fields of
  Characteristic not 2",math.RA
2019,"Cosmic Ray Spectrum and Composition from PeV to EeV from the IceCube
  Neutrino Observatory",astro-ph.HE
2019,"Multi-passage BERT: A Globally Normalized BERT Model for Open-domain
  Question Answering",cs.CL
2019,Primitive weakly distance-regular circulant digraphs,math.CO
2019,Invariants of rational links represented by reduced alternating diagrams,math.GN
2019,Deep Sparse Band Selection for Hyperspectral Face Recognition,cs.CV
2019,Averages Along the Primes: Improving and Sparse Bounds,math.CA
2019,"Age of Information Aware Cache Updating with File- and Age-Dependent
  Update Durations",cs.IT
2019,Anticommutative Engel algebras of the first five levels,math.RA
2019,"Turán-type reverse Markov inequalities for polynomials with restricted
  zeros",math.CA
2019,"Spontaneous Formation of Universes from Vacuum via Information-induced
  Holograms",physics.gen-ph
2020,NOMA Systems Optimization to Ensure Maximum Fairness to Users,eess.SP
2020,"Signal processing techniques for efficient compilation of controlled
  rotations in trapped ions",quant-ph
2020,Uniqueness of exterior differentiation on locally finite graphs,math.CA
2020,Stochastic thermodynamics of all-to-all interacting many-body systems,cond-mat.stat-mech
2020,On Polyhedral Realization with Isosceles Triangles,cs.CG
2020,The order of the product of two elements in the periodic groups,math.GR
2020,"A Degree Condition for Graphs Having All $(a,b)$-Parity Factors",math.CO
2020,"Symmetric power functoriality for holomorphic modular forms, II",math.NT
2020,Conditional Image Generation with One-Vs-All Classifier,cs.CV
2019,Maximum Zagreb Indices Among All p-Quasi k-Cyclic Graphs,math.CO
2019,Invariant Generalized Complex Structures on Partial Flag Manifolds,math.DG
2019,On Realizing Modular Data,math.QA
2019,"Exploring the Group Representation Theory of the Full Symmetry of
  Regular Tetrahedron",math.GR
2019,"Range preserving maps between the spaces of continuous functions with
  values in a locally convex space",math.FA
2019,"$(2+1)$-dimensional AKNS($-N$) Systems: $ N=3,4$",nlin.SI
2019,A mirror theorem for Gromov-Witten theory without convexity,math.AG
2020,Separating Variables in Bivariate Polynomial Ideals,cs.SC
2020,Which convex polyhedra can be made by gluing regular hexagons?,cs.CG
2020,The Minimality of Determinantal Varieties,math.DG
2020,The Full Color Two-Loop Six-Gluon All-Plus Helicity Amplitude,hep-ph
2020,Fusion systems on a Sylow $p$-subgroup of $SU_4(p)$,math.GR
2020,"The differentiation operator in the space of uniformly convergent
  Dirichlet series",math.FA
2020,Padovan numbers that are concatenations of two distinct repdigits,math.NT
2020,Equitable 2-partitions of Johnson graphs with the second eigenvalue,math.CO
2020,"Probing and evaluating the electric potential of a polyelectrolyte with
  dielectric spectroscopy",physics.bio-ph
2020,Bounded Orbits of Quadratic Collatz-type Recursions,math.DS
2020,Geodesic spaces of low Nagata dimension,math.MG
2020,The interpretability logic of all reasonable arithmetical theories,math.LO
2020,Prime alternating knots of minimal warping degree two,math.GT
2020,"Pattern-Avoiding (0,1)-Matrices",math.CO
2020,Wavelet sets for crystallographic groups,math.FA
2020,Graded 2-generated axial algebras,math.RA
2020,On links with Khovanov homology of small ranks,math.GT
2020,"Asteroid models from generalised projections: Essential facts for
  asteroid modellers and geometric inverse problem solvers",astro-ph.EP
2020,"Dual Nature of Orbits of the Divide-or-Choose 2 Rule: A Quadratic
  Collatz-type Recursion",math.NT
2020,Evolution of pomeron and odderon at all angular momemnta,hep-ph
2020,"Schur-type Banach modules of integral kernels acting on mixed-norm
  Lebesgue spaces",math.FA
2020,Approximation on compact sets of functions and all derivatives,math.CV
2020,Flatness over PI coideal subalgebras,math.RA
2020,"Remark on ""When Are All the Zeros of a Polynomial Real and Distinct?""",math.CA
2020,A Complete List of All Convex Polyhedra Made by Gluing Regular Pentagons,cs.CG
2020,A census of all genus 4 curves over the field with 2 elements,math.AG
2020,The density hypothesis for horizontal families of lattices,math.NT
2020,Sylvester's Conjecture and the Egyptian Fractions,math.GM
2020,General Elementary Direct Proof of Fermat's Last Theorem,math.GM
2020,On a Diophantine equation that generates all integral Apollonian Gaskets,math.MG
2020,"Metrics and Ambits and Sprawls, Oh My",cs.DS
2020,On commuting probabilities in finite groups and rings,math.RA
2020,Finding all $S$-Diophantine quadruples for a fixed set of primes $S$,math.NT
2020,Diverging orbits for the Ehrlich-Aberth and the Weierstrass root finders,math.DS
2020,The continuation of finite $E_\mathfrak{F}$-groups theory,math.GR
2020,The minimum harmonic index for bicyclic graphs with given diameter,math.CO
2020,The Purcell question: why do all viscosities stop at the same place?,cond-mat.stat-mech
2020,$K$-theoretic quasimap wall-crossing,math.AG
2020,"Classifying partial (co)actions of Taft and Nichols Hopf algebras on
  their base fields",math.RA
2020,Universal $p$-ary designs,math.CO
2020,New classes of minimal knot diagrams,math.GT
2020,Tame (hereditary) algebras of amenable representation type,math.RT
2020,The inverse Galois problem for Cherednik algebras,math.QA
2020,Extensions of dissipative operators with closable imaginary part,math.FA
2021,Symmetry Implies Isomorphism for Certain Maximum Length Circuit Codes,math.CO
2021,Isoperiodic dynamics in rank 1 affine invariant orbifolds,math.DS
2021,Rikudo is NP-complete,cs.DM
2021,Numbers which are only orders of abelian or nilpotent groups,math.NT
2021,On p-parts of character degrees,math.GR
2021,On the spectral radius of graphs without a star forest,math.CO
2021,Stable knots and links in electromagnetic fields,math-ph
2021,All finitely generated 3-manifold groups are Grothendieck rigid,math.GT
2021,On the descriptive complexity of homogeneous continua,math.GN
2021,Exact meromorphic solutions of Schwarzian differential equations,math.CV
2021,The size of Betti tables of edge ideals arising from bipartite graphs,math.AC
2021,Distribution of rational points on toric varieties: All the heights,math.NT
2021,"Classification of the d-representation-finite trivial extensions of
  quiver algebras",math.RT
2021,On eigenvalues of symmetric matrices with PSD principal submatrices,math.AG
2021,A new line-symmetric mobile infinity-pod,cs.RO
2021,A new characterization of prime Fermat's numbers,math.NT
2021,Almost all classical theorems are intuitionistic,cs.LO
2021,"The (2,1)-category of small coherent categories",math.CT
2021,"A systematic and complete proof of the existence and uniqueness of
  self-descriptive numbers",math.CO
2021,Quadratic characters with positive partial sums,math.NT
2021,Computational Enumeration of André Planes,math.CO
2021,"High Accuracy and Low Complexity Frequency Offset Estimation Based on
  All-Phase FFT for M-QAM Coherent Optical Systems",eess.SP
2021,Graphs whose all maximal induced forests are of the same order,math.CO
2021,"Klein Four 2-slices and the Slices of $Σ^{\pm
  n}H\underline{\mathbb{Z}}$",math.AT
2021,Revisiting the Maximum Principal Ratio of Graphs,math.CO
2021,"Local spectral density of an interacting one-dimensional Bose gas with
  an impurity",cond-mat.quant-gas
2021,"Explicit formula of radiation fields of free waves with applications on
  channel of energy",math.AP
2021,"Positive surface group representations in PO(p,q)",math.GT
2021,Quasi-positive curvature on Bazaikin spaces,math.DG
2021,Quadratic rational maps with integer multipliers,math.DS
2021,"Initial successive coefficients for certain classes of univalent
  functions",math.CV
2021,"The distribution of spacings of real-valued lacunary sequences modulo
  one",math.NT
2021,Small gaps in the spectrum of tori: asymptotic formulae,math.NT
2021,Linear Recurrences of Order at Most Two in Small Divisors,math.NT
2021,"A note on the first-order flexes of smooth surfaces which are tangent to
  the set of all nonrigid surfaces",math.DG
2021,Restriction in Program Algebra,math.LO
2021,"Regularity of powers of Stanley-Reisner ideals of one-dimensional
  simplicial complexes",math.AC
2021,Classification of 2-term $L_\infty$-algebras,math.QA
2021,Wandering points for the Mahler measure,math.NT
2021,The Einstein metrics with smooth scri,gr-qc
2021,The twisted 1-loop invariant and the Jacobian of Ptolemy coordinates,math.GT
2021,Simple product and locally o-minimal theories,math.LO
2021,"Deterministic enumeration of all minimum cut-sets and $k$-cut-sets in
  hypergraphs for fixed $k$",cs.DS
2021,Extendable periodic automorphisms of closed surfaces over the 3-sphere,math.GT
2021,Quasitriangular Hopf algebras of dimension pq^2,math.QA
2021,Model Risk in Credit Portfolio Models,q-fin.RM
2021,On a topological Ramsey Theorem,math.GN
2021,UniLog: Deploy One Model and Specialize it for All Log Analysis Tasks,cs.NI
2021,"All Two-Loop, Color-Dressed, Six-Point Amplitude Integrands in sYM",hep-th
2021,Graphs with three distinct distance eigenvalues,math.CO
2021,Topological bounds on hyperkähler manifolds,math.DG
2021,Covering three-tori with cubes,math.CO
2021,"Numerical validation of Koiter's model for all the main types of
  linearly elastic shells in the static case",math.NA
2022,A note on the squares of the form $\prod_{k=1}^n (2k^2+l)$ with $l$ odd,math.NT
2022,Complete classification of band nodal structures,cond-mat.mtrl-sci
